material_id,material_name,family_id,split_group_id,normalized_rock_type,classification_cohort,series_id
hsdp170,HSDP170,fam_c4ab4038ae01,sg_eb92ef03fce6,BASALT,TRAIN,family_fam_c4ab4038ae01
hsdp90,HSDP90,fam_a99fa25e8c5a,sg_ec351c0f8b85,BASALT,TRAIN,family_fam_a99fa25e8c5a
umass1834,UMASS1834,fam_b04978ea6ee4,sg_ec569d2ef589,BASALT,TRAIN,family_fam_b04978ea6ee4
rwv861,RWV861,fam_52d634d8d5f0,sg_ec5dbf1b4c98,BASALT,TRAIN,family_fam_52d634d8d5f0
rco2,RCO2,fam_d104d06e6a6b,sg_ec7071523cdc,BASALT,TRAIN,family_fam_d104d06e6a6b
hsdp5,HSDP5,fam_35872485878a,sg_ed27d0b18ba8,BASALT,TRAIN,family_fam_35872485878a
hsdp40,HSDP40,fam_2a852bdefa27,sg_edf469af5459,BASALT,TRAIN,family_fam_2a852bdefa27
hsdp40a,HSDP40A,fam_2a852bdefa27,sg_edf469af5459,BASALT,TRAIN,family_fam_2a852bdefa27
r128,R128,fam_2b3a45c5855e,sg_ee04932876f4,BASALT,TRAIN,family_fam_2b3a45c5855e
frt8459,FRT8459,fam_5d58d4f7a4d8,sg_ee87d2c06f94,BASALT,TRAIN,family_fam_5d58d4f7a4d8
r142,R142,fam_e76e611fd08b,sg_eecf5c165e9e,BASALT,TRAIN,family_fam_e76e611fd08b
70d50,70D50,fam_f6f687350185,sg_ef0c3fcf310d,BASALT,TRAIN,family_fam_f6f687350185
ner1621,NER1621,fam_255f1e7eef98,sg_ef2dfd5764fd,BASALT,TRAIN,family_fam_255f1e7eef98
72d15,72D15,fam_de8e318e9d73,sg_ef521f83b4c7,BASALT,TRAIN,family_fam_de8e318e9d73
rsl4,RSL4,fam_e56a196db9aa,sg_ef8de9b49045,BASALT,TRAIN,family_fam_e56a196db9aa
sw36,SW36,fam_6d317681190c,sg_f045ccac0a15,BASALT,TRAIN,family_fam_6d317681190c
umass1833,UMASS1833,fam_2a7687e410aa,sg_f05c42e422c8,BASALT,TRAIN,family_fam_2a7687e410aa
sk205,SK205,fam_8f603de9a025,sg_f0ad12e75497,BASALT,TRAIN,family_fam_8f603de9a025
ml223,ML223,fam_a74b9159100f,sg_f0f02fc546af,BASALT,TRAIN,series_ml
hsdp135a,HSDP135A,fam_f6ff898cb7f8,sg_f111672faea6,BASALT,TRAIN,family_fam_f6ff898cb7f8
rsl6,RSL6,fam_67f4cb0031fd,sg_f21ebf7d4c22,BASALT,TRAIN,family_fam_67f4cb0031fd
77d7,77D7,fam_09e32e4e5cdc,sg_f22decf9ce0b,BASALT,TRAIN,family_fam_09e32e4e5cdc
stbk0304,STBK0304,fam_1ba932cdbb9b,sg_f24d5de1a3e4,BASALT,TRAIN,family_fam_1ba932cdbb9b
ml91,ML91,fam_d3be43e034af,sg_f262b6dcf623,BASALT,TRAIN,series_ml
hsdp309c,HSDP309C,fam_df9e466fc96e,sg_f26c784931e9,BASALT,TRAIN,family_fam_df9e466fc96e
hsdp320a,HSDP320A,fam_3e6a0b643faf,sg_f275ef1dd8e4,BASALT,TRAIN,family_fam_3e6a0b643faf
r75,R75,fam_e4c8561f2bf0,sg_f2ce438f7efd,BASALT,TRAIN,family_fam_e4c8561f2bf0
umass1838,UMASS1838,fam_ceb6683508f6,sg_f3299b6cfa0a,BASALT,TRAIN,family_fam_ceb6683508f6
umass1842,UMASS1842,fam_10d11faaceee,sg_f386de11cca0,BASALT,TRAIN,family_fam_10d11faaceee
iahdiabase2,IAHDIABASE2,fam_4c460d1b6228,sg_f426b700f769,BASALT,TRAIN,family_fam_4c460d1b6228
vh40,VH40,fam_6ea0485eb822,sg_f451a3f1f988,BASALT,TRAIN,family_fam_6ea0485eb822
roza8736,ROZA8736,fam_522906777110,sg_f488fd61cdd4,BASALT,TRAIN,family_fam_522906777110
w18,W18,fam_139d013d2034,sg_f50d071cdbb5,BASALT,TRAIN,family_fam_139d013d2034
20d25,20D25,fam_88112af625f4,sg_f551831c1c8f,BASALT,TRAIN,family_fam_88112af625f4
iahg3,IAHG3,fam_0a8002a5d284,sg_f5c50ae7f9ba,BASALT,TRAIN,family_fam_0a8002a5d284
hsdp94,HSDP94,fam_be672ac6af3f,sg_f5c5c4b56de9,BASALT,TRAIN,family_fam_be672ac6af3f
hsdp94a,HSDP94A,fam_be672ac6af3f,sg_f5c5c4b56de9,BASALT,TRAIN,family_fam_be672ac6af3f
hsdp99,HSDP99,fam_ee0ce7c468f4,sg_f602e245de12,BASALT,TRAIN,family_fam_ee0ce7c468f4
34d1,34D1,fam_966136fdf0d4,sg_f618248f4805,BASALT,TRAIN,family_fam_966136fdf0d4
r865,R865,fam_1eb2965d0ecc,sg_f6a37db4b258,BASALT,TRAIN,family_fam_1eb2965d0ecc
umass1845,UMASS1845,fam_80747ae04320,sg_f6d3af5faa48,BASALT,TRAIN,family_fam_80747ae04320
sk215,SK215,fam_2a97070dfa06,sg_f6def7e66bb7,BASALT,TRAIN,family_fam_2a97070dfa06
26d8a,26D8A,fam_589fee440dbc,sg_f79e88a42e0b,BASALT,TRAIN,family_fam_589fee440dbc
hsdp119a,HSDP119A,fam_fe747171de89,sg_f7fa74bcce29,BASALT,TRAIN,family_fam_fe747171de89
hsdp280,HSDP280,fam_c1ba92aa5a34,sg_f810a5966c8d,BASALT,TRAIN,family_fam_c1ba92aa5a34
15d30,15D30,fam_378d464ddf20,sg_f85aa8b332e6,BASALT,TRAIN,family_fam_378d464ddf20
vh48,VH48,fam_f6e08bd7ad06,sg_f8ec8b3b677d,BASALT,TRAIN,family_fam_f6e08bd7ad06
vh100po,VH100PO,fam_9c90ea4f4c97,sg_f91a6474512b,BASALT,TRAIN,family_fam_9c90ea4f4c97
hsdp116a,HSDP116A,fam_a381ca137213,sg_f92aab08b92d,BASALT,TRAIN,family_fam_a381ca137213
hsdp130a,HSDP130A,fam_8c02e789354f,sg_fb03952a164d,BASALT,TRAIN,family_fam_8c02e789354f
83m,83M,fam_1675abd6e7e6,sg_fb446460028b,BASALT,TRAIN,family_fam_1675abd6e7e6
hsdp103,HSDP103,fam_c42bc5358081,sg_fb514abe8f04,BASALT,TRAIN,family_fam_c42bc5358081
mg2,MG2,fam_8e1009469406,sg_fb55d96c3e57,BASALT,TRAIN,family_fam_8e1009469406
mg2b,MG2B,fam_8e1009469406,sg_fb55d96c3e57,BASALT,TRAIN,family_fam_8e1009469406
vh42,VH42,fam_017bd531fc40,sg_fb56128fee6d,BASALT,TRAIN,family_fam_017bd531fc40
tt153104,TT153104,fam_8e152d83ffc3,sg_fc1a0ef269a8,BASALT,TRAIN,family_fam_8e152d83ffc3
hsdp137,HSDP137,fam_08ea1ed15b46,sg_fc604f359339,BASALT,TRAIN,family_fam_08ea1ed15b46
hsdp13,HSDP13,fam_30096325ede3,sg_fcb28d1a70b2,BASALT,TRAIN,family_fam_30096325ede3
hsdp310ea,HSDP310EA,fam_9ed45bd63376,sg_fce6c930dc9d,BASALT,TRAIN,family_fam_9ed45bd63376
hsdp251,HSDP251,fam_3bbc3122a2e9,sg_fce9b1d790eb,BASALT,TRAIN,family_fam_3bbc3122a2e9
hsdp203,HSDP203,fam_4ac482e350c6,sg_fd1909d87a5d,BASALT,TRAIN,family_fam_4ac482e350c6
hsdp97,HSDP97,fam_1797109e7ff8,sg_fd1b513ef447,BASALT,TRAIN,family_fam_1797109e7ff8
hsdp41,HSDP41,fam_1eea2de46b26,sg_fd40b6cc9e29,BASALT,TRAIN,family_fam_1eea2de46b26
hsdp143,HSDP143,fam_54b7aaacdf8c,sg_fd4f5ba9041b,BASALT,TRAIN,family_fam_54b7aaacdf8c
hsdp142a,HSDP142A,fam_d537f21f17a0,sg_fd91e6501822,BASALT,TRAIN,family_fam_d537f21f17a0
r108,R108,fam_d5ae5a316557,sg_fd96938826db,BASALT,TRAIN,family_fam_d5ae5a316557
iah230mdwh,IAH230MDWH,fam_d6190e54272e,sg_fdad8264c312,BASALT,TRAIN,family_fam_d6190e54272e
hsdp47,HSDP47,fam_fba47bd10475,sg_fdf7edf3b11e,BASALT,TRAIN,family_fam_fba47bd10475
hsdp47a,HSDP47A,fam_fba47bd10475,sg_fdf7edf3b11e,BASALT,TRAIN,family_fam_fba47bd10475
rli1,RLI1,fam_dfcc29e0a150,sg_ff128652fa52,BASALT,TRAIN,family_fam_dfcc29e0a150
hsdp236,HSDP236,fam_9d5989e8e592,sg_ff4e8f438d10,BASALT,TRAIN,family_fam_9d5989e8e592
ml86,ML86,fam_6c6502205c58,sg_ff8bbbaa9de1,BASALT,TRAIN,series_ml
alr02,ALR02,fam_ac7f9355e2fb,sg_0b39384c2513,BASALTICANDESITE,TRAIN,family_fam_ac7f9355e2fb
ldm233,LDM233,fam_72a67af7a9f8,sg_149307ad41d6,BASALTICANDESITE,TRAIN,family_fam_72a67af7a9f8
ldm81,LDM81,fam_ea65608d7710,sg_163cb60b546a,BASALTICANDESITE,TRAIN,family_fam_ea65608d7710
vh56,VH56,fam_0e5909b412cd,sg_21afbbc4d5bf,BASALTICANDESITE,TRAIN,family_fam_0e5909b412cd
ner177,NER177,fam_2743ba6d169a,sg_30983c4e9aa1,BASALTICANDESITE,TRAIN,family_fam_2743ba6d169a
186m,186M,fam_f0ae8b149242,sg_33139dc58e20,BASALTICANDESITE,TRAIN,family_fam_f0ae8b149242
vh99pi,VH99PI,fam_069e8b62b072,sg_39f46085cbb9,BASALTICANDESITE,TRAIN,family_fam_069e8b62b072
ldm231,LDM231,fam_85dc44d48c1c,sg_432cfe760dac,BASALTICANDESITE,TRAIN,family_fam_85dc44d48c1c
ldm95,LDM95,fam_077e97dc1513,sg_4446566ecae3,BASALTICANDESITE,TRAIN,family_fam_077e97dc1513
vh58,VH58,fam_da8eab43eba2,sg_4557f4a2f6b1,BASALTICANDESITE,TRAIN,family_fam_da8eab43eba2
m6mt,M6MT,fam_2bdbba7d01dd,sg_52ccccca7f1b,BASALTICANDESITE,TRAIN,family_fam_2bdbba7d01dd
lp28,LP28,fam_e503a2c033cf,sg_58ac4cc10b6d,BASALTICANDESITE,TRAIN,family_fam_e503a2c033cf
vh46,VH46,fam_fe13f503ef39,sg_5b5ddecefb71,BASALTICANDESITE,TRAIN,family_fam_fe13f503ef39
ldm211,LDM211,fam_fa6af4aa0011,sg_615609649e08,BASALTICANDESITE,TRAIN,family_fam_fa6af4aa0011
bwqf1,BWQF1,fam_00a8f7245d65,sg_622854f34347,BASALTICANDESITE,TRAIN,family_fam_00a8f7245d65
mn45,MN45,fam_700fc2d493cd,sg_66ea9bf1b35a,BASALTICANDESITE,TRAIN,family_fam_700fc2d493cd
ldm164,LDM164,fam_a1a5e1c50239,sg_6f98e3317427,BASALTICANDESITE,TRAIN,family_fam_a1a5e1c50239
ldm270,LDM270,fam_2b8ac9964824,sg_77843f678bd8,BASALTICANDESITE,TRAIN,family_fam_2b8ac9964824
ldm230,LDM230,fam_69e7d5a21266,sg_77d48e56b550,BASALTICANDESITE,TRAIN,family_fam_69e7d5a21266
twfsg1,TWFSG1,fam_b1ebf9b59e49,sg_883b6f645439,BASALTICANDESITE,TRAIN,family_fam_b1ebf9b59e49
ldm153,LDM153,fam_aa633db64aa4,sg_9c1f5cdbe0b8,BASALTICANDESITE,TRAIN,family_fam_aa633db64aa4
vh53,VH53,fam_2ccf359779ab,sg_9f9e78f2aba9,BASALTICANDESITE,TRAIN,family_fam_2ccf359779ab
85m,85M,fam_1514923d3b46,sg_9fbdfbf99235,BASALTICANDESITE,TRAIN,family_fam_1514923d3b46
pw6,PW6,fam_5f7ad8780fc1,sg_a56ac6fbb3e0,BASALTICANDESITE,TRAIN,family_fam_5f7ad8780fc1
rag2,RAG2,fam_07fb6933040e,sg_a88b4a69bf1e,BASALTICANDESITE,TRAIN,family_fam_07fb6933040e
ldm83,LDM83,fam_6093382d5f82,sg_ac555024ba28,BASALTICANDESITE,TRAIN,family_fam_6093382d5f82
rwk1,RWK1,fam_0588fc60f63c,sg_b1dbbf721905,BASALTICANDESITE,TRAIN,family_fam_0588fc60f63c
ow2596,OW2596,fam_b56ec4b87ce9,sg_ba5ac9ba71df,BASALTICANDESITE,TRAIN,family_fam_b56ec4b87ce9
ner2461,NER2461,fam_a1cad8bdf679,sg_c012d8b3ae11,BASALTICANDESITE,TRAIN,family_fam_a1cad8bdf679
vh95p,VH95P,fam_3d9cfaeb93d8,sg_cf86df3ab65a,BASALTICANDESITE,TRAIN,family_fam_3d9cfaeb93d8
vh50,VH50,fam_cbfdbf2dadd1,sg_d1249e4845b8,BASALTICANDESITE,TRAIN,family_fam_cbfdbf2dadd1
ldm91,LDM91,fam_aeeb888aef96,sg_e0e7f22b773b,BASALTICANDESITE,TRAIN,family_fam_aeeb888aef96
215m,215M,fam_49e1dec11f4c,sg_e285b9c68d16,BASALTICANDESITE,TRAIN,family_fam_49e1dec11f4c
vh98pi,VH98PI,fam_0a7bfcd70b30,sg_f2b14232f9b0,BASALTICANDESITE,TRAIN,family_fam_0a7bfcd70b30
ldm271,LDM271,fam_836ffc356c7f,sg_fc3fbb20f581,BASALTICANDESITE,TRAIN,family_fam_836ffc356c7f
940am,940AM,fam_889335aff9cc,sg_01f6cfb3bd8f,RHYOLITE,TRAIN,family_fam_889335aff9cc
kn1814107,KN1814107,fam_970be0745008,sg_03683b32687a,RHYOLITE,TRAIN,family_fam_970be0745008
r21,R21,fam_fda189156150,sg_042735398be5,RHYOLITE,TRAIN,family_fam_fda189156150
n10ma12,N10MA12,fam_750f79abd24f,sg_07cc8f181ea9,RHYOLITE,TRAIN,family_fam_750f79abd24f
ldm86,LDM86,fam_35065445d067,sg_08fe854494cb,RHYOLITE,TRAIN,family_fam_35065445d067
tr4450a,TR4450A,fam_d063dc672575,sg_09e14e4395cf,RHYOLITE,TRAIN,family_fam_d063dc672575
kn1815777,KN1815777,fam_b72bd637c1a3,sg_0c299467811e,RHYOLITE,TRAIN,family_fam_b72bd637c1a3
iah248,IAH248,fam_8ab17af38d03,sg_0f7c4c34be63,RHYOLITE,TRAIN,family_fam_8ab17af38d03
tr3491b,TR3491B,fam_30b8bca3825c,sg_108c63b30fc7,RHYOLITE,TRAIN,family_fam_30b8bca3825c
n10ma017,N10MA017,fam_2721f7a2f1f9,sg_10dff3932df9,RHYOLITE,TRAIN,family_fam_2721f7a2f1f9
tr4775a,TR4775A,fam_840d1e8dfdbf,sg_153ff16ca08e,RHYOLITE,TRAIN,family_fam_840d1e8dfdbf
rr8522,RR8522,fam_985fc989acdc,sg_1b424cde8b41,RHYOLITE,TRAIN,family_fam_985fc989acdc
vh69m,VH69M,fam_a48f0c197524,sg_1e7b77fd451d,RHYOLITE,TRAIN,family_fam_a48f0c197524
tr2947a,TR2947A,fam_a7d258d34d57,sg_22203a3a2c48,RHYOLITE,TRAIN,family_fam_a7d258d34d57
rrsa6,RRSA6,fam_414d7a1c01b1,sg_24394b6bbc30,RHYOLITE,TRAIN,family_fam_414d7a1c01b1
ldm78,LDM78,fam_36a12537728d,sg_2908ac53aad9,RHYOLITE,TRAIN,family_fam_36a12537728d
vh20,VH20,fam_834b28649156,sg_2dabe90af852,RHYOLITE,TRAIN,family_fam_834b28649156
tr4490bm,TR4490BM,fam_32a5f3bf6d02,sg_2f4a3f0d615e,RHYOLITE,TRAIN,family_fam_32a5f3bf6d02
snp9863,SNP9863,fam_9b2371a95c60,sg_3361cb3193d9,RHYOLITE,TRAIN,family_fam_9b2371a95c60
vh5,VH5,fam_55ac132b1f5b,sg_3732db8b7039,RHYOLITE,TRAIN,family_fam_55ac132b1f5b
dkm1590,DKM1590,fam_e266398bc95b,sg_392876004da6,RHYOLITE,TRAIN,family_fam_e266398bc95b
rr8929,RR8929,fam_e0eb301e7cd0,sg_3d34e4493b3f,RHYOLITE,TRAIN,family_fam_e0eb301e7cd0
vh91m,VH91M,fam_c1d78e7f997e,sg_3de35463a28d,RHYOLITE,TRAIN,family_fam_c1d78e7f997e
rr90101,RR90101,fam_de7b54cab053,sg_3eac602a4cdf,RHYOLITE,TRAIN,family_fam_de7b54cab053
g1m,G1M,fam_719e6169e498,sg_4392d10a44b4,RHYOLITE,TRAIN,family_fam_719e6169e498
tr1790b,TR1790B,fam_431531138d92,sg_43c173c8bebe,RHYOLITE,TRAIN,family_fam_431531138d92
tr2866a,TR2866A,fam_4a7835912082,sg_43fd3dfefc16,RHYOLITE,TRAIN,family_fam_4a7835912082
mr0609,MR0609,fam_8691d7e691bc,sg_4841ca6c6ece,RHYOLITE,TRAIN,family_fam_8691d7e691bc
rrdh63,RRDH63,fam_61cb13ba4e67,sg_4b77b8a2fbb1,RHYOLITE,TRAIN,family_fam_61cb13ba4e67
vh26,VH26,fam_b4d1106cf700,sg_4c9e6c9d17c9,RHYOLITE,TRAIN,family_fam_b4d1106cf700
tr3179a,TR3179A,fam_231fd9545a75,sg_4cb725239f14,RHYOLITE,TRAIN,family_fam_231fd9545a75
s10ma006a,S10MA006A,fam_d609d9cf3ada,sg_4d23e5c70c81,RHYOLITE,TRAIN,family_fam_d609d9cf3ada
vh95m,VH95M,fam_983c1149ea00,sg_4eb1f7e5f1f3,RHYOLITE,TRAIN,family_fam_983c1149ea00
gl7mt,GL7MT,fam_e38d7d83de92,sg_4f8f6509c37e,RHYOLITE,TRAIN,family_fam_e38d7d83de92
t11ct076,T11CT076,fam_f3095a505e87,sg_52cf2ff54c0d,RHYOLITE,TRAIN,family_fam_f3095a505e87
vh6,VH6,fam_038db71fa82f,sg_530f85117327,RHYOLITE,TRAIN,family_fam_038db71fa82f
kn535883,KN535883,fam_dfde90133b82,sg_58aeb6e85905,RHYOLITE,TRAIN,family_fam_dfde90133b82
ldm101,LDM101,fam_ab1b4fbb0550,sg_5d302c49754e,RHYOLITE,TRAIN,family_fam_ab1b4fbb0550
rr9085,RR9085,fam_91e7214612bf,sg_5fd782cf8f21,RHYOLITE,TRAIN,family_fam_91e7214612bf
ldm161,LDM161,fam_30ba1a02cc34,sg_63ef4f2e14e2,RHYOLITE,TRAIN,family_fam_30ba1a02cc34
t12ct125,T12CT125,fam_6ac55804ce52,sg_649dfb1cf0f7,RHYOLITE,TRAIN,family_fam_6ac55804ce52
1782a,1782A,fam_964afa6bcdb3,sg_64f56b3b44fa,RHYOLITE,TRAIN,family_fam_964afa6bcdb3
rrsa74,RRSA74,fam_8159c9fa7539,sg_66a553e167e4,RHYOLITE,TRAIN,family_fam_8159c9fa7539
mr0617,MR0617,fam_9be0fa131586,sg_690d4407634f,RHYOLITE,TRAIN,family_fam_9be0fa131586
rr90102,RR90102,fam_9980b49fe720,sg_6a5d8570d6c0,RHYOLITE,TRAIN,family_fam_9980b49fe720
tr2792a,TR2792A,fam_ff2b20ab00e7,sg_6bbfe80372d6,RHYOLITE,TRAIN,family_fam_ff2b20ab00e7
kn2860875,KN2860875,fam_3974bbfc1723,sg_6bfca158a28e,RHYOLITE,TRAIN,family_fam_3974bbfc1723
c11ma058,C11MA058,fam_c39f862c3aad,sg_6d06df800a6c,RHYOLITE,TRAIN,family_fam_c39f862c3aad
cro901,CRO901,fam_ad067767a298,sg_6d147a991bbb,RHYOLITE,TRAIN,family_fam_ad067767a298
vh21,VH21,fam_2a9cf2c2bd8a,sg_6dfae5e2ebb4,RHYOLITE,TRAIN,family_fam_2a9cf2c2bd8a
ldm94,LDM94,fam_fd8aae5782d4,sg_6e68359a4d59,RHYOLITE,TRAIN,family_fam_fd8aae5782d4
h3k,H3K,fam_0c64728531c4,sg_6eebbeb71c1a,RHYOLITE,TRAIN,family_fam_0c64728531c4
vh102,VH102,fam_82f9d2fafa99,sg_6f9bcf08f653,RHYOLITE,TRAIN,family_fam_82f9d2fafa99
vh86m,VH86M,fam_0816fc6853ee,sg_7074955540ce,RHYOLITE,TRAIN,family_fam_0816fc6853ee
lean901,LEAN901,fam_f30029b37ab8,sg_71786ef394a9,RHYOLITE,TRAIN,family_fam_f30029b37ab8
tr2844a,TR2844A,fam_fa5c9a50f096,sg_73a278607725,RHYOLITE,TRAIN,family_fam_fa5c9a50f096
tr2601a,TR2601A,fam_b8d9db9b9feb,sg_7654fb708f71,RHYOLITE,TRAIN,family_fam_b8d9db9b9feb
ic891,IC891,fam_9589b68cb389,sg_76be2ca3f436,RHYOLITE,TRAIN,family_fam_9589b68cb389
9112a,9112A,fam_247bf5dae463,sg_775d16a135e0,RHYOLITE,TRAIN,family_fam_247bf5dae463
t11ct074,T11CT074,fam_0e05955dc1f9,sg_7a05a2185074,RHYOLITE,TRAIN,family_fam_0e05955dc1f9
tr3829l,TR3829L,fam_306004270526,sg_7c6a40ce7d85,RHYOLITE,TRAIN,family_fam_306004270526
tr3829r,TR3829R,fam_5449dc7956ed,sg_7c6a40ce7d85,RHYOLITE,TRAIN,family_fam_5449dc7956ed
1872a,1872A,fam_0702266f3aa6,sg_7f7c346503ce,RHYOLITE,TRAIN,family_fam_0702266f3aa6
vh27,VH27,fam_ae1ed9974eb4,sg_8e7f1a5c190d,RHYOLITE,TRAIN,family_fam_ae1ed9974eb4
c11ma082a,C11MA082A,fam_89c981254046,sg_8ef226a2e5c7,RHYOLITE,TRAIN,family_fam_89c981254046
t10ct036,T10CT036,fam_d23bee0fb611,sg_96c8002f3ee6,RHYOLITE,TRAIN,family_fam_d23bee0fb611
vh11,VH11,fam_1e69b2e79fe9,sg_973b5d4c5f1c,RHYOLITE,TRAIN,family_fam_1e69b2e79fe9
gw911,GW911,fam_42e03ae94069,sg_9969753d836b,RHYOLITE,TRAIN,family_fam_42e03ae94069
baveno,BAVENO,fam_3fbe88a0cd47,sg_9bed20e2b049,RHYOLITE,TRAIN,family_fam_3fbe88a0cd47
tr3782a,TR3782A,fam_1a5dbd73f215,sg_9c269fdf35ba,RHYOLITE,TRAIN,family_fam_1a5dbd73f215
1843a,1843A,fam_219f9fb9b59b,sg_a4f8bc2ebcbb,RHYOLITE,TRAIN,family_fam_219f9fb9b59b
n10ma02,N10MA02,fam_ddbe21ab819a,sg_a64a89bc21ff,RHYOLITE,TRAIN,family_fam_ddbe21ab819a
boone901,BOONE901,fam_424c0e0fe703,sg_a9324139d3f1,RHYOLITE,TRAIN,family_fam_424c0e0fe703
vh24,VH24,fam_5fbdaae01b47,sg_a99e6747026a,RHYOLITE,TRAIN,family_fam_5fbdaae01b47
dkm2390,DKM2390,fam_d9d6cedd79c0,sg_aa4a5ea42680,RHYOLITE,TRAIN,family_fam_d9d6cedd79c0
2000a,2000A,fam_91ecfbd18633,sg_aaf753d10085,RHYOLITE,TRAIN,family_fam_91ecfbd18633
rrdh5,RRDH5,fam_c06b2da77af3,sg_ab6a82c78555,RHYOLITE,TRAIN,family_fam_c06b2da77af3
vh23,VH23,fam_f77bb999d5a0,sg_ae7daf3c5fdd,RHYOLITE,TRAIN,family_fam_f77bb999d5a0
dkm3090,DKM3090,fam_872f35996467,sg_aec9b54c8f3e,RHYOLITE,TRAIN,family_fam_872f35996467
kn181600,KN181600,fam_e56d79a28a87,sg_b0eaac7c44dc,RHYOLITE,TRAIN,family_fam_e56d79a28a87
gl6mt,GL6MT,fam_f8fa845261ca,sg_b1010444f5c0,RHYOLITE,TRAIN,family_fam_f8fa845261ca
cro902,CRO902,fam_1d2af590a01a,sg_b2ccfb58e022,RHYOLITE,TRAIN,family_fam_1d2af590a01a
buck902,BUCK902,fam_545614bf2cb2,sg_ba7b77149273,RHYOLITE,TRAIN,family_fam_545614bf2cb2
ic892,IC892,fam_d71b3284d842,sg_c232ed7c0de9,RHYOLITE,TRAIN,family_fam_d71b3284d842
kn1a11522,KN1A11522,fam_1847b81624cb,sg_cb2fcaa4177b,RHYOLITE,TRAIN,family_fam_1847b81624cb
ps1,PS1,fam_c01e011e7cbf,sg_cb4648674ab4,RHYOLITE,TRAIN,family_fam_c01e011e7cbf
940af,940AF,fam_597afd982d08,sg_cbb9236b74d3,RHYOLITE,TRAIN,family_fam_597afd982d08
vh7,VH7,fam_939745b9e3d5,sg_cdbbfc956156,RHYOLITE,TRAIN,family_fam_939745b9e3d5
tr2964a,TR2964A,fam_63f155727471,sg_d4e3fa3e15ef,RHYOLITE,TRAIN,family_fam_63f155727471
snp964,SNP964,fam_bcfecc4f5bfb,sg_d6f01084d2e4,RHYOLITE,TRAIN,family_fam_bcfecc4f5bfb
c12ma188,C12MA188,fam_183ab7678817,sg_d97f3c69f658,RHYOLITE,TRAIN,family_fam_183ab7678817
c12ma207,C12MA207,fam_79677ea32429,sg_d9d8e77f7d5f,RHYOLITE,TRAIN,family_fam_79677ea32429
vh4,VH4,fam_fd7498e33232,sg_dd35787e61fe,RHYOLITE,TRAIN,family_fam_fd7498e33232
kn18151155,KN18151155,fam_0a23ffdc7951,sg_dd8b8fd022bb,RHYOLITE,TRAIN,family_fam_0a23ffdc7951
rgm1mb,RGM1MB,fam_8f867398a213,sg_dee2fe205355,RHYOLITE,TRAIN,family_fam_8f867398a213
t10ct046a,T10CT046A,fam_66372e8688c3,sg_e0d617dbd3c0,RHYOLITE,TRAIN,family_fam_66372e8688c3
ner186,NER186,fam_af77bff7fc38,sg_e141c7892fbc,RHYOLITE,TRAIN,family_fam_af77bff7fc38
rr892,RR892,fam_a854d09c6168,sg_e5c0f30e0496,RHYOLITE,TRAIN,family_fam_a854d09c6168
vh97,VH97,fam_39c8d1b84b34,sg_e6a10a2481b1,RHYOLITE,TRAIN,family_fam_39c8d1b84b34
kn1815154,KN1815154,fam_69cb8456bb20,sg_e8c0548a1601,RHYOLITE,TRAIN,family_fam_69cb8456bb20
snp966,SNP966,fam_ce66b29cd692,sg_ec7e4f16fdad,RHYOLITE,TRAIN,family_fam_ce66b29cd692
c10ma003,C10MA003,fam_be9d2efba87c,sg_ef103bac62f5,RHYOLITE,TRAIN,family_fam_be9d2efba87c
kn6b10362,KN6B10362,fam_ad231e20f67e,sg_f2cdd1810d94,RHYOLITE,TRAIN,family_fam_ad231e20f67e
vh2,VH2,fam_8a4f560497b0,sg_f3efa95eb21f,RHYOLITE,TRAIN,family_fam_8a4f560497b0
vh28,VH28,fam_83e7fbb0494a,sg_f8ab79417166,RHYOLITE,TRAIN,family_fam_83e7fbb0494a
tr3500b,TR3500B,fam_7731de6ab31b,sg_fae9d8c4092a,RHYOLITE,TRAIN,family_fam_7731de6ab31b
1596a,1596A,fam_53eb70aa05c8,sg_fc0c332c443e,RHYOLITE,TRAIN,family_fam_53eb70aa05c8
rr8524,RR8524,fam_8864e18b4628,sg_ff95f4ba3dda,RHYOLITE,TRAIN,family_fam_8864e18b4628
1183b,1183B,fam_d7b3277b462d,sg_ffbff290e38f,RHYOLITE,TRAIN,family_fam_d7b3277b462d
iahf6,IAHF6,fam_7e74edc78840,sg_0426e142df56,TRACHYANDESITE,TRAIN,family_fam_7e74edc78840
p7mt,P7MT,fam_085cc6df69c5,sg_0c358a60ddce,TRACHYANDESITE,TRAIN,family_fam_085cc6df69c5
kn1911365,KN1911365,fam_fd54211a1070,sg_2746f7ccb22b,TRACHYANDESITE,TRAIN,family_fam_fd54211a1070
iahf1,IAHF1,fam_ea01c01e4dfd,sg_2b76fca773ec,TRACHYANDESITE,TRAIN,family_fam_ea01c01e4dfd
kn2533654,KN2533654,fam_31d12cade14f,sg_3e4d2e60f3c2,TRACHYANDESITE,TRAIN,family_fam_31d12cade14f
ldm218a,LDM218A,fam_082671709053,sg_400253857375,TRACHYANDESITE,TRAIN,family_fam_082671709053
14p5,14P5,fam_2f1ae59a4da2,sg_420722b517f8,TRACHYANDESITE,TRAIN,family_fam_2f1ae59a4da2
ldm244,LDM244,fam_6d6c489d4ae1,sg_5aca9529d16f,TRACHYANDESITE,TRAIN,family_fam_6d6c489d4ae1
