material_idx,material_id,material_name,family_id,family_size,family_basis,series_id,series_size,category,major_oxide_sum_wt_percent,major_oxide_sum_rounded,major_oxide_fields_reported,major_oxide_closure_threshold,major_oxide_closure_excluded,stress_group,exclusion_reason,primary_include,cohort,complete_all10_unqualified,ood_score,radial_score,nearest_selection_train_distance,has_3mj,has_4mj,has_5mj,has_7mj,has_9mj
2119,t10ct006,T10CT006,fam_c702d7cdbced,1,singleton,family_fam_c702d7cdbced,1,other,99.68,99.68,10,105.0,False,,,True,D_CORE,True,1.1129950925302516,0.9104924915462264,0.0,True,True,True,False,False
2120,t10ct007,T10CT007,fam_c0bfd7fd1a39,1,singleton,family_fam_c0bfd7fd1a39,1,other,99.97999999999999,99.98,10,105.0,False,,,True,D_CORE,True,1.1251255071640043,0.9670966175008674,0.0,True,True,True,False,False
2121,t10ct008,T10CT008,fam_f5e19e26869b,1,singleton,family_fam_f5e19e26869b,1,other,99.72999999999999,99.73,10,105.0,False,,,True,A_SEEN_TEST,True,1.117561341094147,0.9606102501156211,0.0,True,True,True,False,False
2122,t10ct009,T10CT009,fam_7b8181e4e93f,1,singleton,family_fam_7b8181e4e93f,1,other,99.91,99.91,10,105.0,False,,,True,D_CORE,True,1.1956328928938258,0.9520363797663524,0.0,True,True,True,False,False
2123,t10ct010,T10CT010,fam_338c2c28dc9c,1,singleton,family_fam_338c2c28dc9c,1,other,100.12,100.12,10,105.0,False,,,True,D_CORE,True,1.262019287996476,1.0074939212440392,0.0,True,True,True,False,False
2124,t10ct011,T10CT011,fam_4feee5e4d860,1,singleton,family_fam_4feee5e4d860,1,other,99.67,99.67,10,105.0,False,,,True,A_SHOT_VAL,True,1.2191366308723652,1.0645601145292625,0.0,True,True,True,False,False
2125,t10ct012,T10CT012,fam_920e7623be39,1,singleton,family_fam_920e7623be39,1,other,100.16000000000001,100.16,10,105.0,False,,,True,D_CORE,True,1.31115746065433,1.0712653745637333,0.0,True,True,True,False,False
2126,t10ct013,T10CT013,fam_7eb302ce2fe8,1,singleton,family_fam_7eb302ce2fe8,1,other,100.1,100.1,10,105.0,False,,,True,D_CORE,True,0.8609982800383552,0.7720633045729627,0.0,True,True,True,False,False
2127,t10ct014a,T10CT014A,fam_f6cb6443adde,2,name_alias,family_fam_f6cb6443adde,2,other,100.03,100.03,10,105.0,False,,,True,D_CORE,True,0.9260248291214485,0.8205012022069019,0.0,True,True,True,False,False
2128,t10ct014b,T10CT014B,fam_f6cb6443adde,2,name_alias,family_fam_f6cb6443adde,2,other,99.91999999999999,99.92,10,105.0,False,,,True,D_CORE,True,0.8969007301960905,0.8031192315336585,0.0,True,True,True,False,False
2129,t10ct015,T10CT015,fam_4fb7a24bdef5,1,singleton,family_fam_4fb7a24bdef5,1,other,99.72,99.72,10,105.0,False,,,True,D_CORE,True,0.9331566748829945,0.8384991411265805,0.0,True,True,True,False,False
2130,t10ct016,T10CT016,fam_3fa45e0afa92,1,singleton,family_fam_3fa45e0afa92,1,other,100.05999999999999,100.06,10,105.0,False,,,True,D_CORE,True,0.7160579380744021,0.6307845028477903,0.0,True,True,True,False,False
2131,t10ct017,T10CT017,fam_880045d61a66,1,singleton,family_fam_880045d61a66,1,other,99.83999999999999,99.84,10,105.0,False,,,True,D_CORE,True,1.0788570214908721,0.9136722720431122,0.0,True,True,True,False,False
2132,t10ct019,T10CT019,fam_ad89d05d15e8,1,singleton,family_fam_ad89d05d15e8,1,other,99.80999999999999,99.81,10,105.0,False,,,True,T_IN,True,0.9163368135684115,0.7526455335307888,0.5968566069925906,True,True,True,False,False
2133,t10ct020a,T10CT020A,fam_20114afa8563,2,name_alias,family_fam_20114afa8563,2,other,99.56,99.56,10,105.0,False,,,True,D_CORE,True,0.9950628209834587,0.8317104505725436,0.0,True,True,True,False,False
2134,t10ct020b,T10CT020B,fam_20114afa8563,2,name_alias,family_fam_20114afa8563,2,other,99.93999999999997,99.94,10,105.0,False,,,True,A_SHOT_VAL,True,1.0366824867804496,0.8610278938553092,0.0,True,True,True,False,False
2135,t10ct022,T10CT022,fam_6e07b4f06365,1,singleton,family_fam_6e07b4f06365,1,other,99.61,99.61,10,105.0,False,,,True,D_CORE,True,0.8122937470862504,0.7244213614812418,0.0,True,True,True,False,False
2136,t10ct023,T10CT023,fam_0812699a00c3,1,singleton,family_fam_0812699a00c3,1,other,99.72999999999999,99.73,10,105.0,False,,,True,D_CORE,True,0.9834020850439855,0.8354140955029146,0.0,True,True,True,False,False
2137,t10ct024,T10CT024,fam_8438cf361dae,1,singleton,family_fam_8438cf361dae,1,other,99.63,99.63,10,105.0,False,,,True,D_CORE,True,1.193868907051339,0.9829038856426092,0.0,True,True,True,False,False
2138,t10ct025,T10CT025,fam_279adb360993,1,singleton,family_fam_279adb360993,1,other,100.0,100.0,10,105.0,False,,,True,D_CORE,True,1.1843933411977514,0.9754763152109842,0.0,True,True,True,False,False
2139,t10ct026,T10CT026,fam_4ecb714f6844,1,singleton,family_fam_4ecb714f6844,1,other,99.98,99.98,10,105.0,False,,,True,V_OOD,True,1.6102856167182078,1.0831059920408894,0.8849329259429114,True,True,True,False,False
2140,t10ct027,T10CT027,fam_cffeb5f49df3,1,singleton,family_fam_cffeb5f49df3,1,other,99.82,99.82,10,105.0,False,,,True,T_IN,True,0.8145968373981753,0.7120019910862723,0.36717805015057314,True,True,True,False,False
2141,t10ct028,T10CT028,fam_5ca204e35ecb,1,singleton,family_fam_5ca204e35ecb,1,other,100.11000000000001,100.11,10,105.0,False,,,True,V_OOD,True,1.696343638637607,1.2155029488399651,0.45469425660057494,True,True,True,False,False
2142,t10ct029,T10CT029,fam_b267851d69d1,1,singleton,family_fam_b267851d69d1,1,other,99.61,99.61,10,105.0,False,,,True,D_CORE,True,0.8196072854398834,0.7458237157462171,0.0,True,True,True,False,False
2143,t10ct030,T10CT030,fam_055cfede64ea,1,singleton,family_fam_055cfede64ea,1,other,99.47,99.47,10,105.0,False,,,True,D_CORE,True,0.855655840464128,0.7559383616413965,0.0,True,True,True,False,False
2144,t10ct031,T10CT031,fam_16d5c87de462,1,singleton,family_fam_16d5c87de462,1,other,100.05000000000001,100.05,10,105.0,False,,,True,D_CORE,True,0.956855848606614,0.8328541028716376,0.0,True,True,True,False,False
2145,t10ct032,T10CT032,fam_8a9bd1173e7c,1,singleton,family_fam_8a9bd1173e7c,1,other,99.50999999999999,99.51,10,105.0,False,,,True,D_CORE,True,0.8215866417735964,0.731314300201049,0.0,True,True,True,False,False
2146,t10ct033,T10CT033,fam_b50908b61a9e,1,singleton,family_fam_b50908b61a9e,1,other,100.03999999999998,100.04,10,105.0,False,,,True,T_IN,True,0.6771563060578065,0.5386426210278304,0.5529810797703704,True,True,True,False,False
2147,t10ct034,T10CT034,fam_9eecdb7215cf,1,singleton,family_fam_9eecdb7215cf,1,other,99.45999999999998,99.46,10,105.0,False,,,True,D_CORE,True,0.8836679039293043,0.7356944117500234,0.0,True,True,True,False,False
2148,t10ct036,T10CT036,fam_d23bee0fb611,1,singleton,family_fam_d23bee0fb611,1,other,100.02,100.02,10,105.0,False,,,True,A_SEEN_TEST,True,1.0131101303775853,0.8309534805382777,0.0,True,True,True,False,False
2149,t10ct038,T10CT038,fam_7b588bc88615,1,singleton,family_fam_7b588bc88615,1,other,99.74000000000001,99.74,10,105.0,False,,,True,D_CORE,True,0.6038308667535524,0.5183902624302696,0.0,True,True,True,False,False
2150,t10ct039,T10CT039,fam_bc17895cc95a,1,singleton,family_fam_bc17895cc95a,1,other,99.90999999999998,99.91,10,105.0,False,,,True,V_IN,True,0.8102128926706206,0.692362644686699,0.3170537213920428,True,True,True,False,False
2151,t10ct040,T10CT040,fam_71188b79f491,1,singleton,family_fam_71188b79f491,1,other,99.78999999999998,99.79,10,105.0,False,,,True,T_IN,True,0.7083636893985334,0.5866539800135642,0.3710913998739672,True,True,True,False,False
2152,t10ct041,T10CT041,fam_913d5f7319a4,1,singleton,family_fam_913d5f7319a4,1,other,99.46000000000001,99.46,10,105.0,False,,,True,V_IN,True,0.562543186219401,0.4737229516147471,0.21560228681919963,True,True,True,False,False
2153,t10ct042,T10CT042,fam_2430ef13abb7,1,singleton,family_fam_2430ef13abb7,1,other,99.68,99.68,10,105.0,False,,,True,V_IN,True,0.7803116171718744,0.6680036562724975,0.5005703622968676,True,True,True,False,False
2154,t10ct043,T10CT043,fam_3f0563b11fcd,1,singleton,family_fam_3f0563b11fcd,1,other,100.05,100.05,10,105.0,False,,,True,T_IN,True,0.8014336854134991,0.6091802294180153,0.3888029538017388,True,True,True,False,False
2155,t10ct044,T10CT044,fam_c2a8e4fd40d3,1,singleton,family_fam_c2a8e4fd40d3,1,other,99.55,99.55,10,105.0,False,,,True,D_CORE,True,0.6663157480597492,0.5595975767648886,0.0,True,True,True,False,False
2156,t10ct045,T10CT045,fam_5748913b63bd,1,singleton,family_fam_5748913b63bd,1,other,99.56,99.56,10,105.0,False,,,True,T_IN,True,0.8381609589275079,0.6497638403721988,0.35949917581235746,True,True,True,False,False
2157,t10ct046a,T10CT046A,fam_66372e8688c3,2,name_alias,family_fam_66372e8688c3,2,other,99.71,99.71,10,105.0,False,,,True,D_CORE,True,0.9717904122228143,0.7936797589552739,0.0,True,True,True,False,False
2158,t10ct046b,T10CT046B,fam_66372e8688c3,2,name_alias,family_fam_66372e8688c3,2,other,99.6,99.6,10,105.0,False,,,True,D_CORE,True,0.7652595169591416,0.6471179873430853,0.0,True,True,True,False,False
2159,t10ct047,T10CT047,fam_4c9b6f53d2b5,1,singleton,family_fam_4c9b6f53d2b5,1,other,99.58,99.58,10,105.0,False,,,True,A_SEEN_TEST,True,1.0717329820698025,0.779718530242862,0.0,True,True,True,False,False
2160,t10ct048,T10CT048,fam_a35510132e79,1,singleton,family_fam_a35510132e79,1,other,99.78999999999999,99.79,10,105.0,False,,,True,T_IN,True,0.4442651742305054,0.3548408398487263,0.8148394603669572,True,True,True,False,False
2161,t10ct049,T10CT049,fam_a61bf37c84c1,1,singleton,family_fam_a61bf37c84c1,1,other,99.71,99.71,10,105.0,False,,,True,V_IN,True,0.8077395997686541,0.7001407881957457,0.7013400319552189,True,True,True,False,False
2162,t10ct050,T10CT050,fam_dd34ae96b173,1,singleton,family_fam_dd34ae96b173,1,other,99.71,99.71,10,105.0,False,,,True,D_CORE,True,0.685973811406325,0.5920217924116745,0.0,True,True,True,False,False
2163,t10ct051,T10CT051,fam_83438cf22a8d,1,singleton,family_fam_83438cf22a8d,1,other,99.89000000000001,99.89,10,105.0,False,,,True,D_CORE,True,0.8557538227932768,0.7314370598894211,0.0,True,True,True,False,False
2164,t10ct052,T10CT052,fam_2ecdcc366d19,1,singleton,family_fam_2ecdcc366d19,1,other,100.16,100.16,10,105.0,False,,,True,D_CORE,True,1.0507551585278443,0.8421855037561112,0.0,True,True,True,False,False
2165,t10ct053,T10CT053,fam_3c220ff0097f,1,singleton,family_fam_3c220ff0097f,1,other,99.96999999999998,99.97,10,105.0,False,,,True,D_CORE,True,1.2065932834540496,0.9688985190897736,0.0,True,True,True,False,False
2166,t11ct055,T11CT055,fam_3a94166fd6e6,1,singleton,family_fam_3a94166fd6e6,1,other,99.83999999999999,99.84,10,105.0,False,,,True,A_SEEN_TEST,True,0.9816644178474798,0.7155538182271076,0.0,True,True,True,False,False
2167,t11ct056,T11CT056,fam_97a51ab88b24,1,singleton,family_fam_97a51ab88b24,1,other,99.73999999999998,99.74,10,105.0,False,,,True,D_CORE,True,0.9175767355138704,0.7034529187285817,0.0,True,True,True,False,False
2168,t11ct057,T11CT057,fam_7479addb706d,1,singleton,family_fam_7479addb706d,1,other,99.42,99.42,10,105.0,False,,,True,D_CORE,True,0.7369790149749162,0.631535445422893,0.0,True,True,True,False,False
2169,t11ct058,T11CT058,fam_ee1cb043395a,1,singleton,family_fam_ee1cb043395a,1,other,99.52999999999999,99.53,10,105.0,False,,,True,D_CORE,True,0.761841275783602,0.6540776749070323,0.0,True,True,True,False,False
2170,t11ct059,T11CT059,fam_1cefa0f174ef,1,singleton,family_fam_1cefa0f174ef,1,other,99.78000000000003,99.78,10,105.0,False,,,True,D_CORE,True,0.8566275933274882,0.7653391711716288,0.0,True,True,True,False,False
2171,t11ct060,T11CT060,fam_364614620fee,1,singleton,family_fam_364614620fee,1,other,99.87,99.87,10,105.0,False,,,True,D_CORE,True,0.8122908088381682,0.7465418560745407,0.0,True,True,True,False,False
2172,t11ct061,T11CT061,fam_c88c919e95c2,1,singleton,family_fam_c88c919e95c2,1,other,99.75,99.75,10,105.0,False,,,True,A_SEEN_TEST,True,0.8556494649954639,0.7666618819936987,0.0,True,True,True,False,False
2173,t11ct063,T11CT063,fam_4e99a6f05efd,1,singleton,family_fam_4e99a6f05efd,1,other,99.60999999999999,99.61,10,105.0,False,,,True,D_CORE,True,0.743343526675488,0.6566661713744042,0.0,True,True,True,False,False
2174,t11ct065,T11CT065,fam_02d907edff24,1,singleton,family_fam_02d907edff24,1,other,99.6,99.6,10,105.0,False,,,True,D_CORE,True,1.141717797697757,0.9316414435530607,0.0,True,True,True,False,False
2175,t11ct066,T11CT066,fam_7e5e54d19690,1,singleton,family_fam_7e5e54d19690,1,other,99.71000000000001,99.71,10,105.0,False,,,True,V_OOD,True,1.4189847468479875,1.0470662625619929,0.21490484617709515,True,True,True,False,False
2176,t11ct067,T11CT067,fam_a46259cf5725,1,singleton,family_fam_a46259cf5725,1,other,99.80999999999999,99.81,10,105.0,False,,,True,D_CORE,True,1.3154648622882186,1.0098704340476716,0.0,True,True,True,False,False
2177,t11ct068,T11CT068,fam_c397794dac9d,1,singleton,family_fam_c397794dac9d,1,other,99.7,99.7,10,105.0,False,,,True,D_CORE,True,0.8095951637098313,0.7173238170817137,0.0,True,True,True,False,False
2178,t11ct069,T11CT069,fam_053b29259078,1,singleton,family_fam_053b29259078,1,other,99.52,99.52,10,105.0,False,,,True,V_IN,True,0.5284549390050903,0.45439563872411287,0.34051323647694864,True,True,True,False,False
2179,t11ct070,T11CT070,fam_21d4302e7d09,1,singleton,family_fam_21d4302e7d09,1,other,99.41999999999999,99.42,10,105.0,False,,,True,A_SHOT_VAL,True,0.7482889518368502,0.6504959146940559,0.0,True,True,True,False,False
2180,t11ct071,T11CT071,fam_a8871be17065,1,singleton,family_fam_a8871be17065,1,other,99.54,99.54,10,105.0,False,,,True,D_CORE,True,0.595192672195854,0.5254133595829825,0.0,True,True,True,False,False
2181,t11ct072,T11CT072,fam_a8ad494e4bf2,1,singleton,family_fam_a8ad494e4bf2,1,other,99.74000000000001,99.74,10,105.0,False,,,True,D_CORE,True,0.9710555134279755,0.8628814767580267,0.0,True,True,True,False,False
2182,t11ct073,T11CT073,fam_a181e25ab0f8,1,singleton,family_fam_a181e25ab0f8,1,other,100.07000000000002,100.07,10,105.0,False,,,True,D_CORE,True,1.1631150273272504,1.0417003550209605,0.0,True,True,True,False,False
2183,t11ct074,T11CT074,fam_0e05955dc1f9,1,singleton,family_fam_0e05955dc1f9,1,other,99.58000000000001,99.58,10,105.0,False,,,True,D_CORE,True,1.1684464895647113,0.9865752817482565,0.0,True,True,True,False,False
2184,t11ct075,T11CT075,fam_09fc4bb7769e,1,singleton,family_fam_09fc4bb7769e,1,other,99.71000000000002,99.71,10,105.0,False,,,True,D_CORE,True,0.5666646013120099,0.4462643683080235,0.0,True,True,True,False,False
2185,t11ct076,T11CT076,fam_f3095a505e87,1,singleton,family_fam_f3095a505e87,1,other,99.49,99.49,10,105.0,False,,,True,D_CORE,True,0.8385340426822803,0.7507986353537417,0.0,True,True,True,False,False
2186,t11ct078,T11CT078,fam_f233224019b1,1,singleton,family_fam_f233224019b1,1,other,100.00000000000001,100.0,10,105.0,False,,,True,V_IN,True,0.7814351068766527,0.6832236077393194,0.25629057959289625,True,True,True,False,False
2187,t11ct079,T11CT079,fam_1302d5078d69,1,singleton,family_fam_1302d5078d69,1,other,99.74999999999997,99.75,10,105.0,False,,,True,D_CORE,True,1.0153002026860383,0.9130282460119211,0.0,True,True,True,False,False
2188,t11ct080,T11CT080,fam_896f9e30669d,1,singleton,family_fam_896f9e30669d,1,other,99.84000000000003,99.84,10,105.0,False,,,True,D_CORE,True,0.923018453125694,0.7690808571669691,0.0,True,True,True,False,False
2189,t11ct081,T11CT081,fam_e90b9d36a023,1,singleton,family_fam_e90b9d36a023,1,other,99.56,99.56,10,105.0,False,,,True,D_CORE,True,0.7128425059483503,0.6191418480419464,0.0,True,True,True,False,False
2190,t11ct082a,T11CT082A,fam_f842441ec66d,3,name_alias,family_fam_f842441ec66d,3,other,99.57000000000001,99.57,10,105.0,False,,,True,D_CORE,True,0.963373934322555,0.846715614377245,0.0,True,True,True,False,False
2191,t11ct082b,T11CT082B,fam_f842441ec66d,3,name_alias,family_fam_f842441ec66d,3,other,99.52,99.52,10,105.0,False,,,True,D_CORE,True,,,,True,True,False,False,False
2192,t11ct082c,T11CT082C,fam_f842441ec66d,3,name_alias,family_fam_f842441ec66d,3,other,99.00999999999999,99.01,10,105.0,False,,,True,A_SHOT_VAL,True,1.2199324791607014,0.9334552294752457,0.0,True,True,True,False,False
2193,t11ct083,T11CT083,fam_d20cf45cd24f,1,singleton,family_fam_d20cf45cd24f,1,other,99.63,99.63,10,105.0,False,,,True,V_IN,True,0.6401215135926838,0.482083042928241,0.7206044130573517,True,True,True,False,False
2194,t11ct084,T11CT084,fam_5bba4d6fd9aa,1,singleton,family_fam_5bba4d6fd9aa,1,other,99.42,99.42,10,105.0,False,,,True,D_CORE,True,0.9152040468490807,0.669764188386965,0.0,True,True,True,False,False
2195,t11ct085,T11CT085,fam_a875f3b238ad,1,singleton,family_fam_a875f3b238ad,1,other,99.42,99.42,10,105.0,False,,,True,D_CORE,True,0.7026608618176913,0.5142348579496102,0.0,True,True,True,False,False
2196,t11ct086,T11CT086,fam_f1a8a045e174,1,singleton,family_fam_f1a8a045e174,1,other,99.57,99.57,10,105.0,False,,,True,V_IN,True,0.711888805217983,0.6439356779055723,0.5676191190165537,True,True,True,False,False
2197,t11ct087b,T11CT087B,fam_a2387a9d1403,1,singleton,family_fam_a2387a9d1403,1,other,100.06,100.06,10,105.0,False,,,True,T_IN,True,0.8104221010171702,0.7050776057877628,0.8537389805002179,True,True,True,False,False
2198,t11ct088,T11CT088,fam_7b65f76e314b,1,singleton,family_fam_7b65f76e314b,1,other,99.82999999999998,99.83,10,105.0,False,,,True,D_CORE,True,0.7439028153487137,0.5194035372204286,0.0,True,True,True,False,False
2199,t11ct089,T11CT089,fam_60c4004fd68a,1,singleton,family_fam_60c4004fd68a,1,other,99.79999999999998,99.8,10,105.0,False,,,True,D_CORE,True,0.7084103680968137,0.5230802522251832,0.0,True,True,True,False,False
2200,t11ct090,T11CT090,fam_0f3d0d735fde,1,singleton,family_fam_0f3d0d735fde,1,other,98.59999999999998,98.6,10,105.0,False,,,True,D_CORE,True,0.788945393586655,0.5519600486014331,0.0,True,True,True,False,False
2201,t11ct091,T11CT091,fam_f23bdd4d3509,1,singleton,family_fam_f23bdd4d3509,1,other,99.44999999999999,99.45,10,105.0,False,,,True,D_CORE,True,0.8814443757004249,0.808054936778924,0.0,True,True,True,False,False
2202,t11ct092,T11CT092,fam_a2cd244d65ed,1,singleton,family_fam_a2cd244d65ed,1,other,99.71000000000001,99.71,10,105.0,False,,,True,D_CORE,True,0.7996490797031901,0.694565721639807,0.0,True,True,True,False,False
2203,t11ct093,T11CT093,fam_e265f5caf2de,1,singleton,family_fam_e265f5caf2de,1,other,100.13,100.13,10,105.0,False,,,True,D_CORE,True,0.6887440385192574,0.5962836802777244,0.0,True,True,True,False,False
2204,t11ct094,T11CT094,fam_071bc55fe138,1,singleton,family_fam_071bc55fe138,1,other,99.61,99.61,10,105.0,False,,,True,D_CORE,True,0.781533419251852,0.6992227951725158,0.0,True,True,True,False,False
2205,t11ct095,T11CT095,fam_0d236e125798,1,singleton,family_fam_0d236e125798,1,other,100.11000000000001,100.11,10,105.0,False,,,True,D_CORE,True,0.7051879331377391,0.6309383146676745,0.0,True,True,True,False,False
2206,t11ct096a,T11CT096A,fam_ccf8943f44b4,2,name_alias,family_fam_ccf8943f44b4,2,other,99.54999999999998,99.55,10,105.0,False,,,True,D_CORE,True,0.9944380983727366,0.8809327009145338,0.0,True,True,True,False,False
2207,t11ct096b,T11CT096B,fam_ccf8943f44b4,2,name_alias,family_fam_ccf8943f44b4,2,other,99.63,99.63,10,105.0,False,,,True,D_CORE,True,1.226100636746628,1.072999319585154,0.0,True,True,True,False,False
2208,t11ct097,T11CT097,fam_980dd1ef90e5,1,singleton,family_fam_980dd1ef90e5,1,other,99.48,99.48,10,105.0,False,,,True,A_SEEN_TEST,True,1.2805872712776654,1.0825277144515275,0.0,True,True,True,False,False
2209,t11ct098,T11CT098,fam_012b470f8702,1,singleton,family_fam_012b470f8702,1,other,99.48,99.48,10,105.0,False,,,True,D_CORE,True,0.7613643606608769,0.655977452515121,0.0,True,True,True,False,False
2210,t11ct099,T11CT099,fam_f2efa3b17900,1,singleton,family_fam_f2efa3b17900,1,other,99.49,99.49,10,105.0,False,,,True,D_CORE,True,0.8507591807056967,0.7674387372423308,0.0,True,True,True,False,False
2211,t11ct100,T11CT100,fam_aeee47694b02,1,singleton,family_fam_aeee47694b02,1,other,99.49,99.49,10,105.0,False,,,True,V_OOD,True,1.7406254509657006,1.1708188616524433,0.9463779155709646,True,True,True,False,False
2212,t11ct101,T11CT101,fam_67c226dae53f,1,singleton,family_fam_67c226dae53f,1,other,99.70999999999998,99.71,10,105.0,False,,,True,D_CORE,True,1.0568312411190373,0.9012113578305585,0.0,True,True,True,False,False
2213,t11ct102,T11CT102,fam_2b352f869e42,1,singleton,family_fam_2b352f869e42,1,other,100.06000000000002,100.06,10,105.0,False,,,True,A_SHOT_VAL,True,1.1237501532869434,0.9178116874747675,0.0,True,True,True,False,False
2214,t11ct103,T11CT103,fam_0669337acfd1,1,singleton,family_fam_0669337acfd1,1,other,99.66999999999999,99.67,10,105.0,False,,,True,D_CORE,True,0.5711868756461229,0.40416032241542404,0.0,True,True,True,False,False
2215,t11ct104,T11CT104,fam_7671514d74cd,1,singleton,family_fam_7671514d74cd,1,other,99.95000000000002,99.95,10,105.0,False,,,True,V_IN,True,0.5218087060341975,0.35964174285401196,0.3735519255857921,True,True,True,False,False
2216,t11ct105,T11CT105,fam_fe8556a9b4a8,1,singleton,family_fam_fe8556a9b4a8,1,other,100.55,100.55,10,105.0,False,,,True,V_OOD,True,1.5876650408854198,1.0156706461937908,0.7117386816103421,True,True,True,False,False
2217,t11ct106,T11CT106,fam_f974df53518f,2,name_alias+exact_chemistry,family_fam_f974df53518f,2,other,100.49000000000001,100.49,10,105.0,False,,,True,D_CORE,True,,,,False,True,False,False,False
2218,t11ct106a,T11CT106A,fam_f974df53518f,2,name_alias+exact_chemistry,family_fam_f974df53518f,2,other,100.49000000000001,100.49,10,105.0,False,,,True,D_CORE,True,1.0498828713717963,0.9047940032739008,0.0,True,True,True,False,False
2219,t11ct107,T11CT107,fam_81cbe5e4120d,1,singleton,family_fam_81cbe5e4120d,1,other,99.89000000000001,99.89,10,105.0,False,,,True,D_CORE,True,0.9135280784715929,0.7661959949716052,0.0,True,True,True,False,False
2220,t11ct110,T11CT110,fam_af8c06ac5f41,1,singleton,family_fam_af8c06ac5f41,1,other,99.93999999999998,99.94,10,105.0,False,,,True,T_IN,True,0.7203478229477532,0.5069672473460894,0.43647953472176126,True,True,True,False,False
2221,t11ct112,T11CT112,fam_7bc9678eee20,1,singleton,family_fam_7bc9678eee20,1,other,99.68999999999998,99.69,10,105.0,False,,,True,V_IN,True,0.6452559723055338,0.5399237907733986,0.6672031049849095,True,True,True,False,False
2222,t11ct113,T11CT113,fam_ad441398591f,1,singleton,family_fam_ad441398591f,1,other,99.94000000000001,99.94,10,105.0,False,,,True,D_CORE,True,1.1935873495062084,0.9989845846386778,0.0,True,True,True,False,False
2223,t11ct114,T11CT114,fam_ee2f4d33051c,1,singleton,family_fam_ee2f4d33051c,1,other,99.69000000000001,99.69,10,105.0,False,,,True,A_SHOT_VAL,True,0.5595634353575598,0.40749990489333177,0.0,True,True,True,False,False
2224,t11ct115,T11CT115,fam_cb25a35ea430,1,singleton,family_fam_cb25a35ea430,1,other,100.04,100.04,10,105.0,False,,,True,D_CORE,True,,,,False,True,True,False,False
2225,t11ct116,T11CT116,fam_1073a1a71d46,1,singleton,family_fam_1073a1a71d46,1,other,99.97,99.97,10,105.0,False,,,True,D_CORE,True,1.224654721651079,0.8966007943577801,0.0,True,True,True,False,False
2226,t11ct117,T11CT117,fam_674d9ecf16aa,1,singleton,family_fam_674d9ecf16aa,1,other,100.28999999999999,100.29,10,105.0,False,,,True,T_IN,True,0.8611914932078104,0.7242852413935174,0.4253450742740541,True,True,True,False,False
2227,t11ct118a,T11CT118A,fam_b9e07851c0da,2,name_alias,family_fam_b9e07851c0da,2,other,99.89,99.89,10,105.0,False,,,True,T_IN,True,0.9662807265127156,0.8153547460627643,0.455652355058048,True,True,True,False,False
2228,t11ct118b,T11CT118B,fam_b9e07851c0da,2,name_alias,family_fam_b9e07851c0da,2,other,99.73,99.73,10,105.0,False,,,True,T_IN,True,0.6869569704304397,0.582139703026892,0.4805029563097183,True,True,True,False,False
2229,t11ct119,T11CT119,fam_2d0c1454f478,1,singleton,family_fam_2d0c1454f478,1,other,100.39000000000001,100.39,10,105.0,False,,,True,D_CORE,True,0.8608624454125361,0.7202513811162675,0.0,True,True,True,False,False
2230,t11ct120,T11CT120,fam_b632db27775b,1,singleton,family_fam_b632db27775b,1,other,99.28999999999998,99.29,10,105.0,False,,,True,D_CORE,True,0.6854858758582854,0.6129033415516738,0.0,True,True,True,False,False
2231,t12ct121,T12CT121,fam_d6c3312de799,1,singleton,family_fam_d6c3312de799,1,other,99.82000000000001,99.82,10,105.0,False,,,True,A_SEEN_TEST,True,0.9852537022377699,0.8919802553015087,0.0,True,True,True,False,False
2232,t12ct122,T12CT122,fam_1d792774302e,1,singleton,family_fam_1d792774302e,1,other,99.55999999999999,99.56,10,105.0,False,,,True,D_CORE,True,0.957140089315837,0.8155928846834013,0.0,True,True,True,False,False
2233,t12ct123,T12CT123,fam_e22eab5b7eb1,1,singleton,family_fam_e22eab5b7eb1,1,other,99.77,99.77,10,105.0,False,,,True,V_IN,True,0.9078694636345375,0.7729275805273051,0.6332284336074103,True,True,True,False,False
2234,t12ct124a,T12CT124A,fam_18cddd64eb55,2,name_alias,family_fam_18cddd64eb55,2,other,99.36,99.36,10,105.0,False,,,True,V_IN,True,0.6217856130684358,0.516432610158489,0.534360699338166,True,True,True,False,False
2235,t12ct124b,T12CT124B,fam_18cddd64eb55,2,name_alias,family_fam_18cddd64eb55,2,other,99.99,99.99,10,105.0,False,,,True,V_IN,True,0.45997399908897396,0.31832758298814845,0.9767441011381225,True,True,True,False,False
2236,t12ct125,T12CT125,fam_6ac55804ce52,1,singleton,family_fam_6ac55804ce52,1,other,99.60000000000001,99.6,10,105.0,False,,,True,T_IN,True,0.935470212802844,0.8153902715554692,0.5030547317162632,True,True,True,False,False
2237,t12ct126,T12CT126,fam_d8caf2a8281b,1,singleton,family_fam_d8caf2a8281b,1,other,99.47000000000001,99.47,10,105.0,False,,,True,A_SHOT_VAL,True,0.6996298468909737,0.5876257256587373,0.0,True,True,True,False,False
2238,t12ct127,T12CT127,fam_8876560486c6,1,singleton,family_fam_8876560486c6,1,other,100.28999999999999,100.29,10,105.0,False,,,True,D_CORE,True,0.717971214157126,0.5832619361701693,0.0,True,True,True,False,False
